parcel_id,village,lat,lon,elevation_m,slope_deg,slope_score,lulc_class,lulc_name,lulc_score,ghi_kwh_m2_yr,pv_yield_kwh_kwp,ghi_score,ghi_daily,temp_c,temp_score,power_dist_km,power_score,road_dist_km,road_score,sources
KLK-0216,Ulundurpet,11.86211,79.18263,94.0,0.1,4,40,Cropland,3,1956.4,1446.0,2,5.401,27.85,1,3.901,3,0.158,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0217,Ulundurpet,11.86211,79.21947,80.0,0.2,4,20,Shrubland,3,1956.4,1445.0,2,5.401,27.85,1,6.281,2,0.106,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0218,Ulundurpet,11.86211,79.25632,68.0,0.09,4,40,Cropland,3,1956.4,1445.0,2,5.401,27.85,1,4.866,3,0.205,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0219,Ulundurpet,11.86211,79.29316,72.0,0.09,4,30,Grassland,3,1945.9,1439.0,1,5.401,27.85,1,2.157,3,0.075,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0220,Ulundurpet,11.86211,79.33,72.0,0.09,4,40,Cropland,3,1945.9,1439.0,1,5.401,27.85,1,0.758,4,0.64,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0221,Kallakurichi,11.88632,78.63,821.0,2.25,4,10,Tree cover,2,1984.6,1490.0,4,5.442,26.3,2,23.166,1,1.66,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0222,Kallakurichi,11.88632,78.66684,821.0,2.81,4,40,Cropland,3,1984.6,1490.0,4,5.442,26.3,2,19.39,1,0.658,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0223,Kallakurichi,11.88632,78.70368,585.0,1.75,4,10,Tree cover,2,1987.4,1481.0,4,5.442,26.3,2,15.771,1,0.693,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0224,Kallakurichi,11.88632,78.74053,654.0,1.65,4,20,Shrubland,3,1987.4,1481.0,4,5.442,26.3,2,12.446,1,1.102,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0225,Kallakurichi,11.88632,78.77737,437.0,3.92,3,10,Tree cover,2,1963.3,1462.0,2,5.442,26.3,2,9.723,2,2.1,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0226,Kallakurichi,11.88632,78.81421,199.0,1.7,4,40,Cropland,3,1963.3,1462.0,2,5.442,26.3,2,7.051,2,0.824,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0227,Kallakurichi,11.88632,78.85105,199.0,0.22,4,40,Cropland,3,1974.2,1458.0,3,5.442,26.3,2,3.034,3,0.27,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0228,Kallakurichi,11.88632,78.88789,168.0,0.31,4,40,Cropland,3,1974.2,1458.0,3,5.442,26.3,2,0.169,4,0.42,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0229,Kallakurichi,11.88632,78.92474,156.0,0.14,4,40,Cropland,3,1975.0,1455.0,3,5.442,26.3,2,0.539,4,0.312,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0230,Kallakurichi,11.88632,78.96158,149.0,0.2,4,20,Shrubland,3,1975.0,1455.0,3,5.442,26.3,2,1.501,4,0.784,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0231,Ulundurpet,11.88632,78.99842,133.0,0.14,4,40,Cropland,3,1956.5,1445.0,2,5.401,26.3,2,0.07,4,0.679,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0232,Ulundurpet,11.88632,79.03526,133.0,0.18,4,40,Cropland,3,1956.5,1445.0,2,5.401,26.3,2,0.446,4,1.159,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0233,Ulundurpet,11.88632,79.07211,111.0,0.28,4,50,Built-up,1,1956.5,1446.0,2,5.401,27.85,1,0.375,4,0.23,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0234,Ulundurpet,11.88632,79.10895,103.0,0.19,4,40,Cropland,3,1956.5,1446.0,2,5.401,27.85,1,0.991,4,1.251,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0235,Ulundurpet,11.88632,79.14579,94.0,0.15,4,40,Cropland,3,1956.4,1446.0,2,5.401,27.85,1,2.819,3,0.185,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0236,Ulundurpet,11.88632,79.18263,94.0,0.17,4,40,Cropland,3,1956.4,1446.0,2,5.401,27.85,1,5.248,2,0.187,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0237,Ulundurpet,11.88632,79.21947,80.0,0.23,4,40,Cropland,3,1956.4,1445.0,2,5.401,27.85,1,5.324,2,1.076,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0238,Ulundurpet,11.88632,79.25632,68.0,0.1,4,40,Cropland,3,1956.4,1445.0,2,5.401,27.85,1,2.863,3,0.407,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0239,Ulundurpet,11.88632,79.29316,72.0,0.03,4,60,Bare/sparse veg,4,1945.9,1439.0,1,5.401,27.85,1,0.161,4,0.053,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0240,Ulundurpet,11.88632,79.33,72.0,0.01,4,10,Tree cover,2,1945.9,1439.0,1,5.401,27.85,1,2.48,3,0.271,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0241,Kallakurichi,11.91053,78.63,609.0,4.77,3,20,Shrubland,3,1986.5,1492.0,4,5.442,26.3,2,24.24,1,0.312,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0242,Kallakurichi,11.91053,78.66684,609.0,4.88,3,10,Tree cover,2,1986.5,1492.0,4,5.442,26.3,2,20.661,1,2.473,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0243,Kallakurichi,11.91053,78.70368,465.0,1.48,4,10,Tree cover,2,1988.3,1484.0,4,5.442,26.3,2,17.31,1,1.071,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0244,Kallakurichi,11.91053,78.74053,773.0,2.01,4,10,Tree cover,2,1988.3,1484.0,4,5.442,26.3,2,14.346,1,1.798,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0245,Kallakurichi,11.91053,78.77737,229.0,4.13,3,10,Tree cover,2,1966.3,1467.0,3,5.442,26.3,2,11.171,1,0.313,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0246,Kallakurichi,11.91053,78.81421,198.0,5.28,3,10,Tree cover,2,1966.3,1467.0,3,5.442,26.3,2,7.116,2,1.801,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0247,Kallakurichi,11.91053,78.85105,198.0,5.28,3,40,Cropland,3,1964.0,1455.0,2,5.442,26.3,2,3.148,3,1.724,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0248,Kallakurichi,11.91053,78.88789,173.0,0.4,4,40,Cropland,3,1964.0,1455.0,2,5.442,26.3,2,0.265,4,0.422,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0249,Kallakurichi,11.91053,78.92474,154.0,0.11,4,10,Tree cover,2,1975.5,1458.0,3,5.442,26.3,2,0.186,4,1.034,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0250,Kallakurichi,11.91053,78.96158,160.0,0.1,4,20,Shrubland,3,1975.5,1458.0,3,5.442,26.3,2,2.906,3,1.089,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0251,Ulundurpet,11.91053,78.99842,141.0,0.15,4,40,Cropland,3,1957.0,1447.0,2,5.401,26.3,2,0.152,4,0.787,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0252,Ulundurpet,11.91053,79.03526,141.0,0.11,4,40,Cropland,3,1957.0,1447.0,2,5.401,26.3,2,0.779,4,2.254,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0253,Ulundurpet,11.91053,79.07211,128.0,0.19,4,20,Shrubland,3,1957.0,1447.0,2,5.401,27.85,1,3.033,3,0.413,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0254,Ulundurpet,11.91053,79.10895,117.0,0.17,4,20,Shrubland,3,1957.0,1447.0,2,5.401,27.85,1,1.499,4,0.946,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0255,Ulundurpet,11.91053,79.14579,107.0,0.28,4,40,Cropland,3,1956.9,1447.0,2,5.401,27.85,1,0.682,4,0.11,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0256,Ulundurpet,11.91053,79.18263,107.0,0.29,4,40,Cropland,3,1956.9,1447.0,2,5.401,27.85,1,3.126,3,0.099,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0257,Ulundurpet,11.91053,79.21947,92.0,0.27,4,40,Cropland,3,1956.9,1446.0,2,5.401,27.85,1,2.995,3,0.253,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0258,Ulundurpet,11.91053,79.25632,76.0,0.22,4,40,Cropland,3,1956.9,1446.0,2,5.401,27.85,1,0.86,4,0.255,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0259,Ulundurpet,11.91053,79.29316,71.0,0.06,4,40,Cropland,3,1946.4,1439.0,1,5.401,27.85,1,1.869,4,0.986,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0260,Ulundurpet,11.91053,79.33,71.0,0.04,4,40,Cropland,3,1946.4,1439.0,1,5.401,27.85,1,4.556,3,1.086,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0261,Kallakurichi,11.93474,78.63,371.0,2.53,4,10,Tree cover,2,1986.5,1492.0,4,5.442,26.3,2,25.333,1,0.797,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0262,Kallakurichi,11.93474,78.66684,371.0,2.69,4,10,Tree cover,2,1986.5,1492.0,4,5.442,26.3,2,22.186,1,1.343,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0263,Kallakurichi,11.93474,78.70368,500.0,2.78,4,10,Tree cover,2,1988.3,1484.0,4,5.442,26.3,2,19.104,1,2.382,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0264,Kallakurichi,11.93474,78.74053,757.0,0.83,4,20,Shrubland,3,1988.3,1484.0,4,5.442,26.3,2,15.677,1,0.834,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0265,Kallakurichi,11.93474,78.77737,386.0,1.72,4,10,Tree cover,2,1966.3,1467.0,3,5.442,26.3,2,11.754,1,1.867,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0266,Kallakurichi,11.93474,78.81421,697.0,5.73,3,40,Cropland,3,1966.3,1467.0,3,5.442,26.3,2,7.976,2,2.706,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0267,Kallakurichi,11.93474,78.85105,697.0,6.39,3,40,Cropland,3,1964.0,1455.0,2,5.442,26.3,2,4.611,3,2.298,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0268,Kallakurichi,11.93474,78.88789,191.0,3.82,3,20,Shrubland,3,1964.0,1455.0,2,5.442,26.3,2,1.958,4,1.489,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0269,Kallakurichi,11.93474,78.92474,162.0,0.29,4,40,Cropland,3,1975.5,1458.0,3,5.442,26.3,2,0.943,4,2.246,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0270,Kallakurichi,11.93474,78.96158,152.0,0.19,4,40,Cropland,3,1975.5,1458.0,3,5.442,26.3,2,3.524,3,1.112,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0271,Ulundurpet,11.93474,78.99842,138.0,0.1,4,40,Cropland,3,1957.0,1447.0,2,5.401,26.3,2,0.323,4,0.633,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0272,Ulundurpet,11.93474,79.03526,138.0,0.15,4,40,Cropland,3,1957.0,1447.0,2,5.401,26.3,2,0.15,4,0.23,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0273,Ulundurpet,11.93474,79.07211,118.0,0.23,4,20,Shrubland,3,1957.0,1447.0,2,5.401,27.85,1,2.181,3,0.114,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0274,Ulundurpet,11.93474,79.10895,110.0,0.07,4,40,Cropland,3,1957.0,1447.0,2,5.401,27.85,1,3.855,3,0.586,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0275,Ulundurpet,11.93474,79.14579,119.0,0.14,4,40,Cropland,3,1956.9,1447.0,2,5.401,27.85,1,1.404,4,0.472,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0276,Ulundurpet,11.93474,79.18263,119.0,0.22,4,10,Tree cover,2,1956.9,1447.0,2,5.401,27.85,1,1.242,4,0.179,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
