parcel_id,village,lat,lon,elevation_m,slope_deg,slope_score,lulc_class,lulc_name,lulc_score,ghi_kwh_m2_yr,pv_yield_kwh_kwp,ghi_score,ghi_daily,temp_c,temp_score,power_dist_km,power_score,road_dist_km,road_score,sources
KLK-0277,Ulundurpet,11.93474,79.21947,94.0,0.26,4,20,Shrubland,3,1956.9,1446.0,2,5.401,27.85,1,0.674,4,0.318,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0278,Ulundurpet,11.93474,79.25632,83.0,0.15,4,10,Tree cover,2,1956.9,1446.0,2,5.401,27.85,1,1.381,4,0.372,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0279,Ulundurpet,11.93474,79.29316,76.0,0.07,4,10,Tree cover,2,1946.4,1439.0,1,5.401,27.85,1,3.875,3,1.116,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0280,Ulundurpet,11.93474,79.33,76.0,0.05,4,40,Cropland,3,1946.4,1439.0,1,5.401,27.85,1,4.684,3,0.415,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0281,Chinnasalem,11.95895,78.63,371.0,0.03,4,10,Tree cover,2,1986.5,1492.0,4,5.442,26.3,2,26.424,1,2.413,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0282,Chinnasalem,11.95895,78.66684,371.0,0.92,4,40,Cropland,3,1986.5,1492.0,4,5.442,26.3,2,23.823,1,0.893,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0283,Chinnasalem,11.95895,78.70368,500.0,2.83,4,10,Tree cover,2,1988.3,1484.0,4,5.442,26.3,2,19.734,1,2.515,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0284,Chinnasalem,11.95895,78.74053,757.0,1.13,4,10,Tree cover,2,1988.3,1484.0,4,5.442,26.3,2,15.646,1,0.984,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0285,Chinnasalem,11.95895,78.77737,386.0,2.72,4,10,Tree cover,2,1966.3,1467.0,3,5.442,26.3,2,11.559,1,0.848,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0286,Chinnasalem,11.95895,78.81421,697.0,5.35,3,20,Shrubland,3,1966.3,1467.0,3,5.442,26.3,2,7.475,2,0.535,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0287,Chinnasalem,11.95895,78.85105,697.0,6.06,3,10,Tree cover,2,1964.0,1455.0,2,5.442,26.3,2,3.402,3,2.593,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0288,Chinnasalem,11.95895,78.88789,191.0,3.81,3,40,Cropland,3,1964.0,1455.0,2,5.442,26.3,2,0.13,4,0.731,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0289,Chinnasalem,11.95895,78.92474,162.0,0.28,4,20,Shrubland,3,1975.5,1458.0,3,5.442,26.3,2,1.159,4,0.794,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0290,Chinnasalem,11.95895,78.96158,152.0,0.17,4,40,Cropland,3,1975.5,1458.0,3,5.442,26.3,2,3.859,3,0.882,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0291,Chinnasalem,11.95895,78.99842,138.0,0.12,4,20,Shrubland,3,1957.0,1447.0,2,5.401,26.3,2,0.176,4,0.071,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0292,Sankarapuram,11.95895,79.03526,138.0,0.16,4,40,Cropland,3,1957.0,1447.0,2,5.401,26.3,2,0.52,4,0.011,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0293,Sankarapuram,11.95895,79.07211,118.0,0.2,4,40,Cropland,3,1957.0,1447.0,2,5.401,27.85,1,0.605,4,0.596,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0294,Sankarapuram,11.95895,79.10895,110.0,0.01,4,40,Cropland,3,1957.0,1447.0,2,5.401,27.85,1,2.019,3,0.387,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0295,Sankarapuram,11.95895,79.14579,119.0,0.17,4,40,Cropland,3,1956.9,1447.0,2,5.401,27.85,1,3.07,3,0.23,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0296,Sankarapuram,11.95895,79.18263,119.0,0.24,4,80,Water bodies,1,1956.9,1447.0,2,5.401,27.85,1,0.253,4,0.047,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0297,Sankarapuram,11.95895,79.21947,94.0,0.26,4,20,Shrubland,3,1956.9,1446.0,2,5.401,27.85,1,1.194,4,0.196,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0298,Sankarapuram,11.95895,79.25632,83.0,0.15,4,10,Tree cover,2,1956.9,1446.0,2,5.401,27.85,1,3.705,3,0.382,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0299,Sankarapuram,11.95895,79.29316,76.0,0.27,4,40,Cropland,3,1946.4,1439.0,1,5.401,27.85,1,3.775,3,0.679,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0300,Sankarapuram,11.95895,79.33,76.0,0.27,4,40,Cropland,3,1946.4,1439.0,1,5.401,27.85,1,2.07,3,0.861,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0301,Chinnasalem,11.98316,78.63,374.0,0.34,4,10,Tree cover,2,1943.5,1462.0,1,5.442,26.3,2,27.252,1,1.269,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0302,Chinnasalem,11.98316,78.66684,374.0,0.58,4,40,Cropland,3,1943.5,1462.0,1,5.442,26.3,2,23.922,1,0.313,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0303,Chinnasalem,11.98316,78.70368,440.0,3.91,3,10,Tree cover,2,1988.9,1484.0,4,5.442,26.3,2,19.854,1,3.418,2,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0304,Chinnasalem,11.98316,78.74053,831.0,4.25,3,10,Tree cover,2,1988.9,1484.0,4,5.442,26.3,2,15.797,1,1.518,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0305,Chinnasalem,11.98316,78.77737,639.0,4.23,3,10,Tree cover,2,1973.0,1472.0,3,5.442,26.3,2,11.763,1,0.899,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0306,Chinnasalem,11.98316,78.81421,237.0,3.03,3,20,Shrubland,3,1973.0,1472.0,3,5.442,26.3,2,7.786,2,1.438,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0307,Chinnasalem,11.98316,78.85105,237.0,1.03,4,10,Tree cover,2,1973.5,1462.0,3,5.442,26.3,2,4.041,3,0.766,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0308,Chinnasalem,11.98316,78.88789,190.0,0.55,4,40,Cropland,3,1973.5,1462.0,3,5.442,26.3,2,2.305,3,0.924,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0309,Chinnasalem,11.98316,78.92474,164.0,0.27,4,20,Shrubland,3,1975.8,1458.0,3,5.442,26.3,2,0.403,4,1.681,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0310,Chinnasalem,11.98316,78.96158,152.0,0.24,4,40,Cropland,3,1975.8,1458.0,3,5.442,26.3,2,1.585,4,1.269,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0311,Chinnasalem,11.98316,78.99842,132.0,0.17,4,20,Shrubland,3,1957.5,1447.0,2,5.401,26.3,2,1.226,4,1.351,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0312,Sankarapuram,11.98316,79.03526,132.0,0.13,4,40,Cropland,3,1957.5,1447.0,2,5.401,26.3,2,2.106,3,0.077,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0313,Sankarapuram,11.98316,79.07211,119.0,0.17,4,40,Cropland,3,1957.5,1447.0,2,5.401,27.85,1,0.16,4,0.793,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0314,Sankarapuram,11.98316,79.10895,110.0,0.3,4,40,Cropland,3,1957.5,1447.0,2,5.401,27.85,1,0.641,4,1.195,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0315,Sankarapuram,11.98316,79.14579,104.0,0.1,4,40,Cropland,3,1957.4,1447.0,2,5.401,27.85,1,0.388,4,0.114,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0316,Sankarapuram,11.98316,79.18263,104.0,0.1,4,80,Water bodies,1,1957.4,1447.0,2,5.401,27.85,1,0.174,4,0.398,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0317,Sankarapuram,11.98316,79.21947,98.0,0.11,4,20,Shrubland,3,1957.4,1446.0,2,5.401,27.85,1,0.521,4,0.67,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0318,Sankarapuram,11.98316,79.25632,91.0,0.37,4,10,Tree cover,2,1957.4,1446.0,2,5.401,27.85,1,1.592,4,0.552,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0319,Sankarapuram,11.98316,79.29316,101.0,0.28,4,40,Cropland,3,1946.9,1440.0,1,5.401,27.85,1,1.097,4,0.199,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0320,Sankarapuram,11.98316,79.33,101.0,0.27,4,40,Cropland,3,1946.9,1440.0,1,5.401,27.85,1,0.56,4,1.153,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0321,Chinnasalem,12.00737,78.63,339.0,0.37,4,20,Shrubland,3,1943.5,1462.0,1,5.442,26.3,2,24.59,1,0.302,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0322,Chinnasalem,12.00737,78.66684,339.0,2.63,4,10,Tree cover,2,1943.5,1462.0,1,5.442,26.3,2,24.128,1,0.2,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0323,Chinnasalem,12.00737,78.70368,704.0,2.82,4,10,Tree cover,2,1988.9,1484.0,4,5.442,26.3,2,20.332,1,3.827,2,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0324,Chinnasalem,12.00737,78.74053,379.0,5.33,3,10,Tree cover,2,1988.9,1484.0,4,5.442,26.3,2,16.394,1,3.656,2,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0325,Chinnasalem,12.00737,78.77737,376.0,3.22,3,10,Tree cover,2,1973.0,1472.0,3,5.442,26.3,2,12.552,1,3.111,2,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0326,Chinnasalem,12.00737,78.81421,605.0,4.23,3,10,Tree cover,2,1973.0,1472.0,3,5.442,26.3,2,8.934,2,3.468,2,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0327,Chinnasalem,12.00737,78.85105,605.0,4.82,3,40,Cropland,3,1973.5,1462.0,3,5.442,26.3,2,5.96,2,0.827,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0328,Chinnasalem,12.00737,78.88789,207.0,3.14,3,20,Shrubland,3,1973.5,1462.0,3,5.442,26.3,2,4.874,3,2.148,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0329,Chinnasalem,12.00737,78.92474,166.0,0.45,4,40,Cropland,3,1975.8,1458.0,3,5.442,26.3,2,2.731,3,1.618,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0330,Chinnasalem,12.00737,78.96158,144.0,0.27,4,40,Cropland,3,1975.8,1458.0,3,5.442,26.3,2,0.238,4,1.033,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0331,Chinnasalem,12.00737,78.99842,130.0,0.1,4,40,Cropland,3,1957.5,1447.0,2,5.401,26.3,2,0.312,4,0.354,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0332,Sankarapuram,12.00737,79.03526,130.0,0.04,4,40,Cropland,3,1957.5,1447.0,2,5.401,26.3,2,2.331,3,0.181,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0333,Sankarapuram,12.00737,79.07211,125.0,0.08,4,40,Cropland,3,1957.5,1447.0,2,5.401,27.85,1,0.551,4,0.421,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0334,Sankarapuram,12.00737,79.10895,136.0,0.3,4,80,Water bodies,1,1957.5,1447.0,2,5.401,27.85,1,0.764,4,1.025,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0335,Sankarapuram,12.00737,79.14579,110.0,0.2,4,40,Cropland,3,1957.4,1447.0,2,5.401,27.85,1,0.656,4,0.278,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0336,Sankarapuram,12.00737,79.18263,110.0,0.1,4,40,Cropland,3,1957.4,1447.0,2,5.401,27.85,1,2.602,3,0.75,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0337,Sankarapuram,12.00737,79.21947,99.0,0.06,4,40,Cropland,3,1957.4,1446.0,2,5.401,27.85,1,1.781,4,1.144,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
